Data Medicao,TEMPERATURA MÁXIMA DIÁRIA (°C),VELOCIDADE MÁXIMA DO VENTO(m/s),"VENTO, RAJADA MAXIMA DIÁRIA(m/s)",PRECIPITACAO MÁXIMA(mm),RADIACAO GLOBAL MÁXIMA(Kj/m²)
2012-09-28,,,,,
2012-09-29,,,,,
2012-09-30,,,,,
2012-10-01,,,,,
2012-10-02,,,,,
2012-10-03,,,,,
2012-10-04,,,,,
2012-10-05,,,,,
2012-10-06,,,,,
2012-10-07,,,,,
2012-10-08,,,,,
2012-10-09,,,,,
2012-10-10,,,,,
2012-10-11,,,,,
2012-10-12,,,,,
2012-10-13,,,,,
2012-10-14,,,,,
2012-10-15,,,,,
2012-10-16,,,,,
2012-10-17,,,,,
2012-10-18,,,,,
2012-10-19,,,,,
2012-10-20,,,,,
2012-10-21,,,,,
2012-10-22,,,,,
2012-10-23,,,,,
2012-10-24,,,,,
2012-10-25,,,,,
2012-10-26,,,,,
2012-10-27,,,,,
2012-10-28,,,,,
2012-10-29,,,,,
2012-10-30,,,,,
2012-10-31,,,,,
2012-11-01,,,,,
2012-11-02,,,,,
2012-11-03,,,,,
2012-11-04,,,,,
2012-11-05,,,,,
2012-11-06,,,,,
2012-11-07,,,,,
2012-11-08,,,,,
2012-11-09,,,,,
2012-11-10,,,,,
2012-11-11,,,,,
2012-11-12,,,,,
2012-11-13,,,,,
2012-11-14,,,,,
2012-11-15,,,,,
2012-11-16,,,,,
2012-11-17,,,,,
2012-11-18,,,,,
2012-11-19,,,,,
2012-11-20,,,,,
2012-11-21,,,,,
2012-11-22,,,,,
2012-11-23,,,,,
2012-11-24,,,,,
2012-11-25,,,,,
2012-11-26,,,,,
2012-11-27,,,,,
2012-11-28,,,,,
2012-11-29,,,,,
2012-11-30,,,,,
2012-12-01,,,,,
2012-12-02,,,,,
2012-12-03,,,,,
2012-12-04,,,,,
2012-12-05,,,,,
2012-12-06,,,,,
2012-12-07,,,,,
2012-12-08,,,,,
2012-12-09,,,,0.0,
2012-12-10,30.8,3.4,7.9,0.0,677.519
2012-12-11,31.1,3.8,8.5,0.0,3708.583
2012-12-12,31.5,3.4,7.5,0.0,3594.284
2012-12-13,31.3,3.7,8.9,0.0,3535.54
2012-12-14,31.4,3.4,8.4,0.4,3561.706
2012-12-15,30.8,4.2,10.0,0.0,3075.681
2012-12-16,31.1,3.4,8.1,0.2,3577.763
2012-12-17,31.7,3.1,8.4,0.0,3665.647
2012-12-18,31.7,3.2,7.7,0.0,3574.86
2012-12-19,31.3,4.1,8.6,0.0,3717.807
2012-12-20,31.7,3.4,7.9,0.0,3824.946
2012-12-21,31.2,3.3,9.2,0.2,3664.396
2012-12-22,31.4,3.4,8.7,0.0,3488.834
2012-12-23,31.7,3.2,8.2,0.0,3651.993
2012-12-24,31.6,3.5,8.5,0.0,3814.546
2012-12-25,31.7,3.2,7.5,0.0,3840.151
2012-12-26,31.3,3.3,8.4,0.0,3721.047
2012-12-27,31.9,3.3,7.9,0.0,3516.406
2012-12-28,32.0,3.1,7.3,0.8,3689.476
2012-12-29,31.5,4.0,8.7,0.0,3795.105
2012-12-30,31.5,3.4,8.9,0.2,3775.161
2012-12-31,32.2,3.9,9.5,0.0,3778.06
2013-01-01,31.1,3.8,9.4,0.6,2958.287
2013-01-02,29.7,3.6,9.4,3.2,3521.47
2013-01-03,30.9,3.3,8.3,1.0,3695.801
2013-01-04,30.7,3.2,8.8,1.4,3452.971
2013-01-05,31.3,3.5,8.1,0.2,3893.586
2013-01-06,31.8,3.9,9.3,0.0,3757.192
2013-01-07,31.9,3.6,8.7,0.0,3658.012
2013-01-08,31.3,3.5,8.9,0.0,3337.876
2013-01-09,31.8,3.1,8.6,0.0,3938.307
2013-01-10,31.7,3.5,8.9,0.0,3815.377
2013-01-11,31.6,3.5,8.4,0.0,3389.378
2013-01-12,30.6,4.9,10.9,1.8,3441.524
2013-01-13,30.6,3.8,9.5,3.6,3447.122
2013-01-14,30.5,3.9,11.1,2.6,3371.288
2013-01-15,30.5,3.0,8.7,0.0,3464.16
2013-01-16,31.4,3.0,7.4,2.2,3939.124
2013-01-17,31.0,2.7,7.7,0.0,3282.039
2013-01-18,31.5,2.8,7.4,0.0,3226.642
2013-01-19,31.4,3.1,6.8,0.4,3325.688
2013-01-20,31.5,3.3,7.2,0.0,3510.274
2013-01-21,31.9,3.4,7.1,0.0,3685.667
2013-01-22,31.7,3.8,8.5,0.0,3826.021
2013-01-23,31.5,3.1,7.0,0.0,3745.358
2013-01-24,31.7,3.1,7.5,0.0,3758.074
2013-01-25,31.7,3.0,8.1,0.0,3790.386
2013-01-26,32.1,3.2,7.5,0.0,3512.776
2013-01-27,32.1,3.4,7.2,0.0,3787.946
2013-01-28,31.8,3.7,8.9,0.0,3973.563
2013-01-29,32.2,3.1,7.2,0.0,3771.111
2013-01-30,31.5,4.2,10.0,2.6,3488.53
2013-01-31,32.4,3.6,8.2,0.0,3962.801
2013-02-01,32.2,3.3,9.2,0.0,3599.637
2013-02-02,32.0,4.4,9.9,0.0,3560.352
2013-02-03,32.0,4.1,9.6,0.6,3741.739
2013-02-04,32.3,4.3,10.4,0.0,3813.985
2013-02-05,32.1,3.4,8.1,0.0,3865.379
2013-02-06,32.2,3.0,8.6,0.0,3651.407
2013-02-07,32.4,3.4,8.7,0.0,3824.894
2013-02-08,32.3,4.6,10.0,0.0,3669.246
2013-02-09,32.3,4.8,10.6,0.0,3736.1
2013-02-10,31.8,5.2,11.6,0.0,3090.441
2013-02-11,32.0,4.7,11.7,1.4,3752.552
2013-02-12,32.6,4.8,11.7,0.4,3697.473
2013-02-13,32.4,4.4,9.7,0.4,3749.143
2013-02-14,32.0,4.1,10.1,0.0,3735.08
2013-02-15,32.5,3.4,8.0,0.0,3692.606
2013-02-16,31.9,3.3,8.5,0.0,3678.756
2013-02-17,32.4,3.7,9.0,0.0,3777.684
2013-02-18,28.3,3.1,9.8,7.2,1501.111
2013-02-19,31.2,3.6,8.7,0.2,3384.514
2013-02-20,31.3,3.4,9.9,1.0,3774.947
2013-02-21,30.1,3.9,10.0,3.6,3183.613
2013-02-22,31.7,3.5,9.9,0.0,3695.322
2013-02-23,31.5,3.3,7.8,0.0,3015.859
2013-02-24,32.3,3.3,7.2,0.0,3743.242
2013-02-25,31.8,3.8,8.9,0.0,3635.007
2013-02-26,31.7,4.2,9.6,0.8,3734.511
2013-02-27,32.0,3.5,8.5,0.0,3869.374
2013-02-28,32.5,3.4,9.0,0.0,3845.407
2013-03-01,31.7,5.6,12.1,1.4,3741.546
2013-03-02,31.3,4.5,11.5,9.0,3545.413
2013-03-03,30.8,4.5,12.4,0.8,2991.471
2013-03-04,30.8,3.7,10.1,1.8,3757.485
2013-03-05,31.6,4.5,10.1,1.0,3462.947
2013-03-06,31.5,3.7,9.1,0.8,3276.768
2013-03-07,31.4,3.8,8.6,0.0,3464.943
2013-03-08,31.2,3.5,8.6,0.4,3219.479
2013-03-09,32.1,3.7,9.2,0.2,3372.977
2013-03-10,32.2,3.6,8.9,0.0,3481.895
2013-03-11,32.5,3.0,7.3,0.0,3748.04
2013-03-12,32.2,2.8,7.0,0.6,3861.229
2013-03-13,32.3,3.3,8.7,0.0,3793.747
2013-03-14,32.7,3.1,8.2,0.0,3885.444
2013-03-15,32.2,3.4,8.7,0.0,3709.248
2013-03-16,32.2,3.0,7.9,0.4,3462.261
2013-03-17,32.5,3.1,7.9,0.0,3822.709
2013-03-18,32.3,2.8,7.0,0.0,4080.099
2013-03-19,32.7,3.1,8.8,0.6,3789.607
2013-03-20,32.7,3.1,7.7,0.0,3806.477
2013-03-21,32.4,3.0,7.6,0.0,3798.332
2013-03-22,32.1,3.1,7.6,0.0,3883.472
2013-03-23,32.1,2.7,7.0,0.2,3900.325
2013-03-24,32.6,3.1,8.3,0.6,3849.361
2013-03-25,32.2,3.1,7.7,0.4,3667.046
2013-03-26,32.3,3.0,7.3,0.0,3878.629
2013-03-27,32.7,3.2,7.6,0.0,3751.918
2013-03-28,32.3,3.1,7.5,0.0,3838.982
2013-03-29,32.7,3.4,8.3,0.0,3835.645
2013-03-30,32.3,4.7,10.1,0.0,3559.211
2013-03-31,32.3,4.5,9.8,0.2,3818.286
2013-04-01,32.2,3.6,9.5,1.0,3816.208
2013-04-02,28.5,2.2,7.3,6.0,3410.092
2013-04-03,31.2,3.4,8.4,6.0,3932.13
2013-04-04,31.5,3.4,7.6,0.0,3680.479
2013-04-05,31.9,2.7,7.4,0.0,3781.004
2013-04-06,31.8,3.2,8.2,0.0,3579.493
2013-04-07,31.9,3.4,7.7,0.0,3670.111
2013-04-08,32.5,2.8,7.3,0.0,3581.144
2013-04-09,32.3,3.3,7.6,0.0,3754.321
2013-04-10,32.1,3.2,8.9,0.0,3351.092
2013-04-11,32.5,4.3,10.4,1.8,3538.115
2013-04-12,32.3,4.5,10.4,0.6,3539.656
2013-04-13,32.2,2.9,8.5,0.0,3633.307
2013-04-14,32.0,3.3,7.3,0.0,3664.895
2013-04-15,32.0,3.5,7.5,0.0,3518.809
2013-04-16,32.5,3.2,7.4,0.0,3806.804
2013-04-17,32.3,3.2,7.3,0.0,3670.717
2013-04-18,31.4,2.5,7.8,6.8,3099.004
2013-04-19,31.3,2.7,8.5,1.8,3594.636
2013-04-20,30.5,2.6,9.3,5.0,3565.519
2013-04-21,30.2,4.2,10.2,1.0,3270.405
2013-04-22,30.7,4.3,9.9,6.6,3578.931
2013-04-23,30.6,3.8,8.5,1.6,3099.845
2013-04-24,27.9,2.3,8.2,17.2,1330.458
2013-04-25,30.6,2.3,6.8,5.4,3439.966
2013-04-26,30.9,3.5,9.0,0.8,3419.598
2013-04-27,30.6,5.1,10.5,0.6,3325.333
2013-04-28,26.6,4.5,11.4,16.6,961.42
2013-04-29,28.5,2.2,8.0,18.8,2192.539
2013-04-30,31.0,3.6,10.0,3.6,3515.503
2013-05-01,30.6,3.3,8.0,3.2,3327.535
2013-05-02,30.6,3.4,8.7,0.8,3322.244
2013-05-03,31.1,4.2,10.3,0.0,3318.06
2013-05-04,30.7,5.4,12.7,0.0,3418.391
2013-05-05,30.5,4.4,10.4,3.4,2759.686
2013-05-06,29.6,3.2,7.9,2.4,3414.803
2013-05-07,31.1,2.9,7.3,0.0,3438.011
2013-05-08,31.4,2.6,6.5,0.0,2978.063
2013-05-09,31.6,2.5,6.9,0.2,2733.544
2013-05-10,30.3,3.6,8.2,2.2,3117.073
2013-05-11,31.4,3.9,9.5,0.2,3173.851
2013-05-12,30.8,4.4,10.7,0.4,3410.894
2013-05-13,30.8,4.2,9.8,11.2,2697.064
2013-05-14,30.1,4.7,11.2,19.0,3208.904
2013-05-15,30.4,3.5,8.6,1.0,3079.059
2013-05-16,30.3,3.3,8.5,0.2,3320.3
2013-05-17,28.9,3.3,8.4,12.0,1830.454
2013-05-18,29.3,3.9,11.1,3.4,2866.949
2013-05-19,29.8,4.6,10.1,3.6,3218.38
2013-05-20,29.8,4.3,9.6,0.0,3350.12
2013-05-21,30.1,4.6,10.3,0.2,3332.682
2013-05-22,30.3,4.2,9.7,0.0,3340.865
2013-05-23,29.8,3.3,8.7,2.6,2595.471
2013-05-24,29.0,3.6,9.4,17.2,2785.231
2013-05-25,30.0,2.3,8.5,8.0,2999.834
2013-05-26,30.6,3.1,7.1,0.0,3097.739
2013-05-27,31.1,3.1,7.9,0.0,3170.456
2013-05-28,30.6,3.6,8.9,0.2,3196.97
2013-05-29,30.8,3.0,7.7,0.0,3280.96
2013-05-30,30.2,2.5,6.8,3.2,3021.288
2013-05-31,30.3,3.8,8.0,1.2,3245.345
2013-06-01,30.0,5.3,11.1,8.2,3272.739
2013-06-02,29.5,3.9,8.6,12.4,3299.935
2013-06-03,29.4,3.2,7.0,8.0,3190.328
2013-06-04,28.0,2.6,8.2,3.2,2117.181
2013-06-05,29.5,3.4,11.2,0.6,2894.228
2013-06-06,29.9,3.6,8.4,0.2,3271.37
2013-06-07,29.8,3.7,8.1,0.2,3281.918
2013-06-08,29.0,4.7,10.8,0.2,2729.883
2013-06-09,28.3,3.7,10.5,2.0,1879.163
2013-06-10,29.5,3.2,8.1,1.4,3090.989
2013-06-11,29.8,4.0,9.3,0.2,3177.629
2013-06-12,27.7,2.6,7.1,0.2,2045.435
2013-06-13,28.5,3.2,7.6,0.2,2190.036
2013-06-14,29.0,3.4,8.8,0.2,3285.586
2013-06-15,29.1,4.1,8.6,0.2,3197.384
2013-06-16,29.2,4.0,10.2,0.2,2936.812
2013-06-17,30.2,2.4,6.7,0.2,3170.136
2013-06-18,24.2,1.1,2.4,0.2,-3.54
2013-06-19,,,,,
2013-06-20,,,,,
2013-06-21,,,,,
2013-06-22,,,,,
2013-06-23,,,,,
2013-06-24,,,,,
2013-06-25,,,,,
2013-06-26,,,,,
2013-06-27,,,,,
2013-06-28,,,,,
2013-06-29,,,,,
2013-06-30,,,,,
2013-07-01,,,,,
2013-07-02,,,,,
2013-07-03,,,,,
2013-07-04,,,,,
2013-07-05,,,,,
2013-07-06,,,,,
2013-07-07,,,,,
2013-07-08,,,,,
2013-07-09,,,,,
2013-07-10,,,,,
2013-07-11,,,,,
2013-07-12,,,,,
2013-07-13,,,,,
2013-07-14,,,,,
2013-07-15,33.2,3.3,8.0,0.0,4220.08
2013-07-16,26.8,4.5,9.2,0.8,2573.676
2013-07-17,28.8,4.8,10.8,5.8,3113.901
2013-07-18,27.8,3.5,9.1,6.8,2780.13
2013-07-19,29.0,3.7,9.9,0.6,3385.11
2013-07-20,25.9,3.0,7.8,1.4,1719.488
2013-07-21,26.7,3.0,8.4,13.8,1431.313
2013-07-22,28.7,4.2,11.5,0.8,3341.237
2013-07-23,29.1,4.2,9.5,0.2,3380.56
2013-07-24,29.1,2.3,5.7,0.0,3146.71
2013-07-25,29.5,2.8,6.5,7.0,3324.088
2013-07-26,27.3,3.1,7.4,4.8,1607.737
2013-07-27,29.0,4.5,11.2,0.0,3202.689
2013-07-28,29.5,4.1,9.4,0.0,3405.379
2013-07-29,29.0,3.5,9.3,3.4,3263.918
2013-07-30,24.7,,,2.2,1092.016
2013-07-31,27.5,,,1.4,2083.373
2013-08-01,28.5,,,0.4,3241.871
2013-08-02,28.7,,,0.0,3431.783
2013-08-03,29.4,4.2,10.4,0.2,3398.474
2013-08-04,28.9,3.4,8.5,0.0,3471.675
2013-08-05,29.1,4.1,9.0,0.4,3349.593
2013-08-06,29.3,4.1,10.2,0.2,2846.312
2013-08-07,29.5,4.2,9.3,0.0,3406.251
2013-08-08,28.2,3.5,9.1,21.2,3425.923
2013-08-09,29.0,4.6,10.9,1.4,3443.906
2013-08-10,28.4,4.0,10.3,1.0,3437.994
2013-08-11,28.8,3.5,8.6,0.0,3513.504
2013-08-12,28.8,3.4,8.2,3.0,3407.502
2013-08-13,28.9,3.5,8.2,0.4,3374.952
2013-08-14,24.9,4.0,9.6,8.4,1410.948
2013-08-15,28.5,3.8,9.8,0.4,3544.844
2013-08-16,28.6,3.5,9.6,0.0,2762.212
2013-08-17,28.7,3.5,9.4,0.6,3486.428
2013-08-18,25.0,2.9,8.3,9.0,1095.97
2013-08-19,28.4,5.9,13.4,0.0,2987.297
2013-08-20,28.8,4.1,10.3,0.2,3295.334
2013-08-21,29.0,4.9,9.6,0.2,3498.985
2013-08-22,29.3,4.4,10.8,0.0,3560.755
2013-08-23,28.4,4.9,11.1,2.2,3586.583
2013-08-24,29.0,4.1,9.5,0.0,3312.231
2013-08-25,28.0,4.9,10.8,0.6,2463.672
2013-08-26,28.9,4.8,11.4,0.4,3403.069
2013-08-27,28.7,5.2,11.4,1.4,3429.515
2013-08-28,29.2,4.3,10.3,2.4,3258.534
2013-08-29,28.1,5.1,11.8,1.4,2436.761
2013-08-30,26.2,4.7,12.5,30.8,1262.252
2013-08-31,27.7,4.6,11.0,6.6,2156.346
2013-09-01,28.4,4.1,12.1,0.4,3199.759
2013-09-02,28.7,4.1,9.5,0.0,3505.703
2013-09-03,28.1,4.5,10.9,25.2,3124.346
2013-09-04,28.1,4.1,9.3,21.6,3495.6
2013-09-05,29.0,3.6,8.8,0.8,3584.212
2013-09-06,29.0,4.3,10.4,0.6,3591.03
2013-09-07,29.1,4.5,9.5,0.0,3455.536
2013-09-08,28.4,5.6,12.0,0.8,3230.654
2013-09-09,28.6,4.9,12.4,2.2,3714.122
2013-09-10,27.7,4.6,12.2,8.2,2848.28
2013-09-11,28.3,5.0,11.7,0.0,3740.254
2013-09-12,27.4,3.7,9.9,8.0,3749.798
2013-09-13,28.8,3.0,7.9,3.6,3382.959
2013-09-14,29.2,3.5,11.3,6.0,3497.744
2013-09-15,29.2,4.0,10.0,0.4,3659.839
2013-09-16,29.3,3.1,7.6,0.0,3736.338
2013-09-17,29.7,2.9,7.8,0.4,3319.924
2013-09-18,29.4,4.2,9.4,4.6,3502.787
2013-09-19,29.5,4.8,11.6,0.0,3646.451
2013-09-20,29.6,5.6,13.4,0.0,3575.212
2013-09-21,28.1,4.5,11.9,1.6,3345.432
2013-09-22,29.3,3.4,8.7,0.0,3683.485
2013-09-23,29.1,4.3,9.6,4.4,3705.498
2013-09-24,27.8,3.3,7.5,2.6,2638.052
2013-09-25,28.9,2.6,7.4,0.0,3734.249
2013-09-26,29.6,2.6,6.8,0.0,3562.761
2013-09-27,28.8,3.3,8.9,1.6,3024.342
2013-09-28,28.9,3.9,9.9,3.4,3703.185
2013-09-29,29.0,4.0,8.9,0.2,3217.353
2013-09-30,29.7,3.8,10.0,0.0,3481.76
2013-10-01,29.6,3.5,8.5,0.2,3650.949
2013-10-02,29.9,3.3,7.9,0.0,3852.229
2013-10-03,30.0,4.4,9.5,0.0,3766.389
2013-10-04,29.5,3.7,7.5,0.2,3863.931
2013-10-05,30.1,2.9,8.0,0.0,3732.477
2013-10-06,30.0,3.0,7.0,0.0,3740.098
2013-10-07,30.0,3.2,8.3,0.0,3481.633
2013-10-08,30.4,4.8,11.5,0.0,3602.626
2013-10-09,29.9,4.9,11.9,0.4,3591.978
2013-10-10,30.2,5.8,12.5,0.0,3770.763
2013-10-11,30.0,4.3,10.2,0.0,3899.16
2013-10-12,30.2,3.6,8.7,1.0,3786.112
2013-10-13,30.0,3.1,8.5,0.6,3342.271
2013-10-14,30.3,3.5,8.5,1.6,3596.993
2013-10-15,30.1,3.3,10.0,1.6,3778.829
2013-10-16,30.0,3.2,8.6,0.0,3599.317
2013-10-17,30.0,3.0,7.6,0.2,3696.766
2013-10-18,30.7,3.2,8.0,0.0,3540.628
2013-10-19,30.4,3.0,7.5,0.0,3624.721
2013-10-20,31.0,2.7,7.5,0.6,3784.758
2013-10-21,30.6,4.6,10.2,0.0,3643.786
2013-10-22,30.4,3.7,8.6,0.0,3857.368
2013-10-23,30.4,3.6,11.3,1.0,3554.94
2013-10-24,30.3,3.6,10.4,0.0,3304.999
2013-10-25,28.0,2.7,9.8,7.6,3300.411
2013-10-26,29.2,2.7,7.1,1.6,3040.643
2013-10-27,29.5,3.1,7.9,1.0,3649.856
2013-10-28,29.9,3.6,9.7,1.8,3749.495
2013-10-29,30.0,3.0,7.7,0.0,3839.258
2013-10-30,29.8,3.4,8.4,0.2,3769.794
2013-10-31,30.1,3.7,8.4,0.2,3448.507
2013-11-01,28.9,4.6,10.3,2.0,3495.159
2013-11-02,30.0,4.1,9.6,1.4,3731.54
2013-11-03,30.1,3.1,7.8,0.0,3545.871
2013-11-04,30.5,2.9,7.6,0.2,3236.356
2013-11-05,30.2,3.0,8.0,5.6,3750.639
2013-11-06,30.2,3.7,9.7,0.2,3749.902
2013-11-07,30.4,4.1,9.8,0.0,3463.781
2013-11-08,29.9,3.5,10.3,1.0,3044.19
2013-11-09,30.5,3.7,9.3,1.0,3696.573
2013-11-10,30.8,3.0,8.5,0.2,3728.758
2013-11-11,30.5,3.1,8.7,0.0,3720.116
2013-11-12,30.8,3.5,9.5,0.0,3755.682
2013-11-13,30.7,3.3,8.1,0.0,3622.342
2013-11-14,30.4,3.7,9.0,0.0,3749.56
2013-11-15,30.8,4.2,9.7,0.0,3635.655
2013-11-16,30.2,3.7,10.0,1.2,3696.787
2013-11-17,30.2,3.7,8.5,0.0,3437.353
2013-11-18,30.7,3.7,9.5,0.0,3629.223
2013-11-19,30.5,3.9,10.7,0.8,3504.221
2013-11-20,30.4,4.2,9.9,1.2,3571.71
2013-11-21,29.0,3.6,9.4,1.8,3016.879
2013-11-22,29.4,3.8,7.0,3.0,3247.152
2013-11-23,29.8,3.3,6.9,0.2,2901.495
2013-11-24,30.6,3.4,9.0,0.0,3783.182
2013-11-25,30.9,3.2,8.0,0.0,3476.614
2013-11-26,30.5,2.7,8.3,0.0,3803.737
2013-11-27,30.5,3.5,7.7,0.0,3708.097
2013-11-28,31.0,3.7,8.0,0.0,3758.274
2013-11-29,31.2,2.8,7.4,0.0,3432.251
2013-11-30,31.1,3.6,9.4,4.0,3748.964
2013-12-01,30.2,4.0,9.6,0.2,3691.196
2013-12-02,31.5,3.7,9.0,0.0,3622.215
2013-12-03,31.3,2.9,6.8,0.0,3749.312
2013-12-04,31.2,3.0,7.7,0.0,3724.901
2013-12-05,31.4,3.3,7.4,0.0,3773.8
2013-12-06,31.3,2.9,7.5,0.0,3548.615
2013-12-07,31.4,3.1,8.1,0.0,3731.395
2013-12-08,31.7,3.6,8.4,0.0,3664.651
2013-12-09,31.4,3.4,8.4,0.0,3690.937
2013-12-10,30.8,3.4,8.3,0.0,3770.746
2013-12-11,31.2,3.5,8.4,0.0,3798.938
2013-12-12,31.5,3.5,9.0,0.0,3666.536
2013-12-13,32.0,3.1,8.3,0.0,3526.813
2013-12-14,31.5,3.3,7.6,0.0,3621.115
2013-12-15,30.7,3.7,9.6,0.6,3556.56
2013-12-16,31.0,3.5,7.8,0.0,3669.263
2013-12-17,30.1,4.1,9.2,0.4,3212.864
2013-12-18,31.0,4.5,8.8,0.8,3429.159
2013-12-19,30.3,4.0,9.0,0.2,2266.118
2013-12-20,31.0,3.5,10.9,0.8,2203.831
2013-12-21,31.5,4.1,9.1,0.2,3653.875
2013-12-22,31.4,3.5,9.8,0.4,3633.549
2013-12-23,31.5,3.1,8.4,0.0,3468.893
2013-12-24,31.9,3.2,7.5,0.0,3507.258
2013-12-25,31.8,3.7,7.9,1.0,3638.912
2013-12-26,32.1,3.6,7.9,0.0,3357.207
2013-12-27,31.7,3.5,8.0,0.0,3239.878
2013-12-28,31.6,4.0,8.3,0.0,3567.925
2013-12-29,31.5,3.0,7.7,2.6,3633.811
2013-12-30,31.6,3.5,8.4,0.2,3498.73
2013-12-31,31.4,3.1,8.5,3.2,3716.604
